Product Name,Price (PKR),Product Link,Image URL
Westpoint WF-368 Deluxe Power Blender Commercial,"Rs 11,499",https://homeshopping.pk/products/Westpoint-WF368-Deluxe-Power-Blender-Price-In-Pakistan-.html,https://cdn.homeshopping.pk/product_images/y/861/city_series_parking_lot_garage_toy_set_-_2024-02-01t063734.880_2__40173_thumb.jpg
Canon Eos M50 Kit Mark Ii Ef-m 15-45mm Black,"Rs 200,999",https://homeshopping.pk/products/Canon-Eos-M50-Kit-Mark-Ii-Efm-1545mm-Black-Price-in-Pakistan-.html,https://cdn.homeshopping.pk/product_images/g/718/lg_HYQlHNw61Y13q2Mf3LUwwq5TwRso0rJA9m5m4CXr__92421_thumb.jpg
Sigma 150-600mm f5-6.3 DG OS HSM Contemporary Lens...,"Rs 403,499",https://homeshopping.pk/products/Sigma-150-600mm-f5-63-DG-OS-HSM-Contemporary-Lens-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/d/026/1410483142_1082154__51426_thumb.jpg
Yuneec Typhoon H ADVANCED,"Rs 225,000",https://homeshopping.pk/products/Yuneec-Typhoon-H-ADVANCED-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/j/757/4184lbBW6XL__20273_thumb.jpg
GoPro Protective Lens 2AGCLK-301,"Rs 3,549",https://homeshopping.pk/products/GoPro-Protective-Lens-2AGCLK301-Price-in-Pakistan-.html,https://cdn.homeshopping.pk/product_images/j/613/gopro_agclk_301_protective_lens_1380585250_999120__93160_thumb.jpg
Sigma 50mm F1.4 DG DN Art Lens,"Rs 243,999",https://homeshopping.pk/products/Sigma-50mm-F14-DG-DN-Art-Lens-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/x/649/50mm-dg-dn-01_1__75049_thumb.jpg
Sigma 56mm F1.4 DC DN Contemporary Lens for Nikon ...,"Rs 129,999",https://homeshopping.pk/products/Sigma-56mm-F14-DC-DN-Contemporary-Lens-for-Nikon-Z-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/u/912/56MM-1__36119_thumb.jpg
Sigma 100-400mm F/5-6.3 DG DN (or) DG OS HSM Conte...,"Rs 239,699",https://homeshopping.pk/products/Sigma-100-400mm-F5-6-3-DG-DN-or-DG-OS-HSM-Contemporary-Lens-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/a/845/sigma_100_400mm_f_5_6_3_dg_dn_1592472116_1568623__46225_thumb.jpg
SanDisk SDSDXXY 64GB Extreme PRO SDXC UHS-I 170MB/...,"Rs 3,899",https://homeshopping.pk/products/SanDisk-SDSDXXY-64GB-SD-Card-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/e/314/61GzuP0aGcL._SL1000___67082_thumb.jpg
Sigma 18-35mm f/1.8 DC HSM Art Lens for Canon EF,"Rs 204,999",https://homeshopping.pk/products/Sigma-1835mm-f18-DC-HSM-Art-Lens-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/h/410/1369__64291_thumb.jpg
Sigma 16mm f1.4 DC DN (C) Lens - Nikon Z Mount,"Rs 129,999",https://homeshopping.pk/products/Sigma-16mm-f14-DC-DN-C-Lens-Nikon-Z-Mount-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/g/646/pphoto_16_1.4_c017_horizontal_hood_m-2__65160_thumb.jpg
GoPro Protective Housing HERO 11,"Rs 19,000",https://homeshopping.pk/products/GoPro-Protective-Housing-HERO-11-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/n/058/71Ox4WJE5IL._AC_UF1000_1000_QL80___84699_thumb.jpg
TP-Link Tapo C320WS Outdoor Security Wi-Fi Camera,"Rs 15,499",https://homeshopping.pk/products/TP-Link-Tapo-C320WS-Outdoor-Security-WiFi-Camera-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/j/012/1-4012-1627973-211222074144330__96026_thumb.jpg
Formatt Hitech 100mmx100mm 4×4 inch Prostop IRND K...,"Rs 64,499",https://homeshopping.pk/products/Formatt-Hitech-100mmx100mm-4%C3%974-inch-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/f/239/13__09334_thumb.jpg
TP-Link Tapo C100 Home Security Wi-Fi Camera,"Rs 6,999",https://homeshopping.pk/products/TPLink-Tapo-C100-Home-Security-WiFi-Camera-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/b/340/Tapo-c100-1_normal_1578559517394b__86895_thumb.jpg
SIGMA AF 20MM F/1.4 DG DN (A) F/SE LENS,"Rs 257,199",https://homeshopping.pk/products/SIGMA-AF-20MM-F14-DG-DN-A-FSE-LENS-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/y/022/1659946849_1719349__45301_thumb.jpg
Sigma 35mm f/1.4 DG DN Art Lens for Sony E,"Rs 233,999",https://homeshopping.pk/products/Sigma-35mm-f14-DG-DN-Art-Lens-for-Sony-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/d/971/yt7Nsigma-35mm-f1.4-dg-dn-bnw-collections__13955_thumb.jpg
Gopro Sportsman Mount,"Rs 10,649",https://homeshopping.pk/products/Gopro-Sportsman-Mount-price-in-pakistan.html,https://cdn.homeshopping.pk/product_images/a/057/sportsman_mount__07794_thumb.jpg
GoPro Hero 11 Creator Edition Bundle Camera (CHDFB...,"Rs 200,440",https://homeshopping.pk/products/GoPro-Hero-11-Creator-Edition-Bundle-Camera-%28CHDFB%252d111%252dCN%29-%E2%80%93-Black.html,https://cdn.homeshopping.pk/product_images/h/871/GoPro-Hero-11-Creator-Edition-Bundle-Camera__07426_thumb.jpg
Samsung M 60 inch Smart Android WiFi 4K Led TV,"Rs 131,999",https://homeshopping.pk/products/Samsung-M-60inch-Smart-Android-Led-TV-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/f/535/ezgif.com-gif-maker_%289%29__66108_thumb.jpg
Sony G 40 Inch Smart Android WiFi 4K Led Tv,"Rs 76,499",https://homeshopping.pk/products/Sony-G-40-Inch-Smart-Android-WiFi-4K-Led-Tv.html,https://cdn.homeshopping.pk/product_images/u/641/Untitled722__64511_thumb.jpg
Samsung M 32 Inch Smart Android WiFi Full HD LED T...,"Rs 48,999",https://homeshopping.pk/products/Samsung-M-32-Inch-Smart-Android-WiFi-Full-HD-LED-TV.html,https://cdn.homeshopping.pk/product_images/h/149/my-hdtv-n4000-us-ua32n4003akxxm-frontblack-219311925__82074_thumb.jpg
Samsung M 40 Inch Smart Android WiFi 4K Led TV,"Rs 69,999",https://homeshopping.pk/products/Samsung-M-40-Inch-Smart-Android-WiFi-4K-Led-TV.html,https://cdn.homeshopping.pk/product_images/x/021/ezgif.com-gif-maker_%288%29__40192_thumb.jpg
Samsung M 55 inch Smart Android WiFi 4K Led TV,"Rs 99,999",https://homeshopping.pk/products/Samsung-M-55-inch-Smart-Android-WiFi-4K-Led-TV.html,https://cdn.homeshopping.pk/product_images/b/429/ezgif.com-gif-maker_%289%29__42295_thumb.jpg
Samsung M 65 Inch Smart Android WiFi 4K Led TV ( R...,"Rs 194,999",https://homeshopping.pk/products/Samsung-M-65-Inch-Smart-Android-WiFi-4K-Led-TV.html,https://cdn.homeshopping.pk/product_images/m/386/Untitled__81510_thumb.jpg
Sony G 60 Inches Smart Android WiFi 4K Led TV,"Rs 145,999",https://homeshopping.pk/products/Sony-G-60-Inches-Smart-Android-Led-TV-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/o/704/pk-qled-q60r-qa82q60rarxmm-frontblack-164342645__20909_thumb.jpg
Itel Extra Bass S51 Bluetooth Speaker RGB LED Port...,"Rs 5,699",https://homeshopping.pk/products/Itel-Extra-Bass-S51-Bluetooth-Speaker-Price-In-Pakistan.html,https://cdn.homeshopping.pk/product_images/y/876/IBS-51-pic-2__75308_thumb.png
Infinix 55x5 55 Inch Smart Android 4K UHD LED TV W...,"Rs 106,999",https://homeshopping.pk/products/Infinix-55x5-Smart-Android-LED-TV-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/j/413/lg_PHP7AuY7Io1wya1ZxG75Jusm7nEsmWYKPqV8Zgrm__87465_thumb.jpg
Sony HT-S500RF 5.1ch Home Cinema Soundbar System B...,"Rs 130,999",https://homeshopping.pk/products/Sony-HTS500RF-Cinema-Soundbar-System-Bluetooth-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/o/972/hzut3r52r-EEZEPC__88659_thumb.png
Mackie Thump Up GO 8 Portable Speaker,"Rs 179,049",https://homeshopping.pk/products/Mackie-Thump-Up-GO-8-Portable-Speaker-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/l/230/61KjTwzjJEL._AC_SX679___63097_thumb.jpg
W-KING D8 50W Wireless Bluetooth Speakers with Dee...,"Rs 24,499",https://homeshopping.pk/products/WKING-D8-50W-Wireless-Bluetooth-Speaker-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/u/721/Buy-D8-Mini-Wireless-Bluetooth-Speaker-in-Pakistan-at-Dab-Lew-Tech-1-510x510__44874_thumb.jpg
FASTER G1000 RGB Lighting Mini Gaming Speaker with...,"Rs 4,249",https://homeshopping.pk/products/FASTER-G1000-RGB-Lighting-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/a/672/00-scaled-1__34459_thumb.jpg
Joyroom JR-ML05 RGB Wireless Speaker,"Rs 5,599",https://homeshopping.pk/products/JRML05-RGB-Wireless-Speaker-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/w/369/ML05_256831d5-0b74-41e6-9c78-4418a7791386_1000x__52200_thumb.jpg
Sony G 55 Inch Smart Android WiFi 4K LED TV,"Rs 111,999",https://homeshopping.pk/products/Sony-G-55-Inch-Smart-Android-WiFi-4K-LED-TV.html,https://cdn.homeshopping.pk/product_images/k/469/Untitled76576__30756_thumb.jpg
Roku Ultra 4K Streaming Media Player with Voice Re...,"Rs 38,910",https://homeshopping.pk/products/Roku-Ultra-4K-Streaming-Media-Player-with-Voice-Remote-Pro-%282022%29-%284802R%29-%E2%80%93-Black.html,https://cdn.homeshopping.pk/product_images/e/941/Roku-Ultra-4K-Streaming-Media-Player-with-Voice-Remote-Pro__71870_thumb.jpg
Sony 75” Class (KD-75X77L) 4K HDR LED Smart TV (Go...,"Rs 668,773",https://homeshopping.pk/products/Sony-75%E2%80%9D-Class-KD75X77L-4K-HDR-LED-Google-TV-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/t/668/111602_original_local_1200x1050_converted__47187_thumb.png
PHILIPS 7466 series 43” 43PUT7466/98 4K UHD LED An...,"Rs 144,999",https://homeshopping.pk/products/PHILIPS-7466-series-43%E2%80%9D-43PUT7466-98-LED-Android-TV-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/j/618/06bb92077d0e4ac3803cafbd011b458f__41171_thumb.jpg
Epson EcoTank L3250 A4 Wi-Fi All-in-One Ink Tank C...,"Rs 51,500",https://homeshopping.pk/products/Epson-EcoTank-L3250-A4-WiFi-AllinOne-Printer-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/q/079/1-4012-1673114-120123064044528__24352_thumb.jpg
Apple Macbook Pro 14 MRX33 - Apple M3 Pro Chip 11-...,"Rs 496,999",https://homeshopping.pk/products/Apple-Macbook-Pro-14-MRX33-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/f/609/download_62__1__18328_thumb.jpg
Epson EcoTank L15150 A3 Wi-Fi Duplex All-in-One In...,"Rs 428,999",https://homeshopping.pk/products/Epson-EcoTank-L15150-A3-Ink-Tank-Printer-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/m/629/1200Wx1200H__90146_thumb.jpg
A4Tech Bloody GH-30 ROGUE Mid Tower Gaming Tempere...,"Rs 25,800",https://homeshopping.pk/products/A4Tech-Bloody-GH30-ROGUE-Mid-Tower-Gaming-Tempered-Glass-Case-Price-In-Pakistan.html,https://cdn.homeshopping.pk/product_images/h/237/20210308103556_78494__31339_thumb.jpg
Canon Image CLASS LBP226dw Printer (Print Only | ...,"Rs 100,499",https://homeshopping.pk/products/Canon-Image-CLASS-LBP226dw-Printer-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/h/091/ab4c3027bbeb43c48dc6c84c0ccb55b5_LBP226dw_Front_362__85120_thumb.png
Dell Latitude (3440) Laptop Core i5 13th Gen (08Gb...,"Rs 219,999",https://homeshopping.pk/products/Dell-Latitude-3440-Core-i5-13th-Gen-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/y/901/Dell-3440-1__60641_thumb.jpg
"AOC ULTRA SLIM NARROW BORDER 21.5”22B2HN 7ms, 60Hz...","Rs 30,199",https://homeshopping.pk/products/AOC-ULTRA-SLIM-NARROW-BORDER-215%E2%80%9D22B2HN--Price-in-Pakistan-.html,https://cdn.homeshopping.pk/product_images/x/083/22B2HN_F__59684_thumb.png
Ubiquiti LBE-5AC-GEN2 5GHz Litebeam ac Gen2 23dBi,"Rs 13,999",https://homeshopping.pk/products/Ubiquiti-LBE5ACGEN2-Litebeam-23dBi-Price-In-Pakistan.html,https://cdn.homeshopping.pk/product_images/r/071/lbe-5ac-gen2_4__39741_thumb.jpg
Apple Macbook Pro 14‑inch MPHE3 M2 PRO Chip with 1...,"Rs 587,999",https://homeshopping.pk/products/Apple-Macbook-Pro-14%E2%80%91inch-MPHE3-M2-PRO-Chip-Apple-M2-Pro-with-10%E2%80%91core-CPU-16%E2%80%91core-GPU-16GB-Ram-512Gb-SSD-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/i/017/mbp14-spacegray-gallery1-202301__11231_thumb.jpg
"Philips 22""Inch 22IV8L (75Hz VA Panel FHD) LC...","Rs 30,999",https://homeshopping.pk/products/Philips-22Inch-22IV8L-75Hz-VA-Panel-FHD-LCD-monitor-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/k/715/221V8L_89-IMS-en_AE__92235_thumb.jpg
HP Envy 14-ES0033DX x360 2 in 1 (Silver Color) (1...,"Rs 294,999",https://homeshopping.pk/products/HP-Envy-X360-14%252des0033dx-14%E2%80%B3-FHD-Touchscreen-Laptop-%28Intel-Core-i7%2C-16GB-RAM-%E2%80%93-1TB-SSD%29-%E2%80%93-Silver.html,https://cdn.homeshopping.pk/product_images/d/201/1-4012-1762053-060523071441928__55863_thumb.jpg
Dell XPS 15 (9520) Core i9 12th Gen (32Gb/1Tb) FHD...,"Rs 694,999",https://homeshopping.pk/products/Dell-XPS-15-9520-Core-i9-12th-Gen-32Gb1Tb-FHD-Nvidia-GeForce-Price-In-Pakistan.html,https://cdn.homeshopping.pk/product_images/f/075/61pL1_bY15L._AC_SL1462___26592_thumb.jpg
D-Link DGS-F1100-10PS-E 8 Port PoE Gigabit Smart M...,"Rs 26,199",https://homeshopping.pk/products/DLink-DGSF110010PSE-Smart-Managed-Switch-Price-In-Pakistan.html,https://cdn.homeshopping.pk/product_images/z/899/avr1-0461-2__48794_thumb.jpg
Philips 24 Inch 24IV8B Full HD 1080p LCD Monitor,"Rs 36,599",https://homeshopping.pk/products/Philips-24-Inch-24IV8B-Full-HD-1080p-LCD-Monitor-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/g/669/philips-241v8b-monitor-price-in-pakistan-2-19643-0-100823065653181__82036_thumb.jpg
HP OMEN 16 WD0063DX Intel Core i7-13620H 13th Gene...,"Rs 444,999",https://homeshopping.pk/products/HP-OMEN-16-WD0063DX-Intel-Core-i713620H-13th-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/b/363/1-czone.com.pk-1540-15020-100823103735__64537_thumb.jpg
"Philips Curved Ultra Wide 34""Inch 34E1C5600HE...","Rs 147,999",https://homeshopping.pk/products/Philips-Curved-Ultra-Wide-34Inch-34E1C5600HE-Price-in-Pakistan.html,https://cdn.homeshopping.pk/product_images/e/605/34E1C5600HE_00-_FP-global-001__16764_thumb.jpg
Cambium Force 200 AR5-25 EPMP 5 GHz High Gain Radi...,"Rs 35,999",https://homeshopping.pk/products/Cambium-Force-200-AR525-High-Gain-Radio-Price-In-Pakistan.html,https://cdn.homeshopping.pk/product_images/w/212/ar5-25__37465_thumb.jpg
AOC E2070SWHN 19.5 inch HD SLIM e-SAVER LED Monito...,"Rs 24,499",https://homeshopping.pk/products/AOC-E2070SWHN-195-inch-HD-SLIM-LED-Monitor-Price-in-Pakistan-.html,https://cdn.homeshopping.pk/product_images/a/357/AOC-E970SWHEN-18.5-inch-HD-SLIM-e-SAVER-LED-Monitor-Price-in-Pakistan-ZahComputers__62409_thumb.jpg
